feature,target_lag,target_lags,target_lag_strategy,selected_ic,selected_for_target_lags,target_lag_selection_fallback,exog_lag,AIC,BIC,selected_score,nobs,rank_within_feature,selected_for_ffnn_grid,combo_rank,combo_score_sum,combo_source,lag_spec_strategy,exog_lags,lag_spec,component
__ffnn_combo__,,"(1, 12)",,aic,,,,,,,,,,6.0,-6386.581031374374,one_feature_perturbation,staged,"{'broad_money': (6,), 'ppi_qoq': (1,), 'wti': (4,), 'gold': (6,), 'policy_rate': (2,), 'VNINDEX': (1,), 'NIKKEI225': (6,), 'USDVND': (6,)}","target:[1, 12] | broad_money:[6], ppi_qoq:[1], wti:[4], gold:[6], policy_rate:[2], VNINDEX:[1], NIKKEI225:[6], USDVND:[6]",VMD3
__ffnn_combo__,,"(1, 12)",,aic,,,,,,,,,,7.0,-6386.579299712255,one_feature_perturbation,staged,"{'broad_money': (6,), 'ppi_qoq': (1,), 'wti': (5,), 'gold': (6,), 'policy_rate': (3,), 'VNINDEX': (1,), 'NIKKEI225': (6,), 'USDVND': (6,)}","target:[1, 12] | broad_money:[6], ppi_qoq:[1], wti:[5], gold:[6], policy_rate:[3], VNINDEX:[1], NIKKEI225:[6], USDVND:[6]",VMD3
__ffnn_combo__,,"(1, 12)",,aic,,,,,,,,,,8.0,-6386.576147093289,one_feature_perturbation,staged,"{'broad_money': (6,), 'ppi_qoq': (1,), 'wti': (5,), 'gold': (6,), 'policy_rate': (2,), 'VNINDEX': (3,), 'NIKKEI225': (6,), 'USDVND': (6,)}","target:[1, 12] | broad_money:[6], ppi_qoq:[1], wti:[5], gold:[6], policy_rate:[2], VNINDEX:[3], NIKKEI225:[6], USDVND:[6]",VMD3
__ffnn_combo__,,"(1, 12)",,aic,,,,,,,,,,9.0,-6386.571001511484,one_feature_perturbation,staged,"{'broad_money': (6,), 'ppi_qoq': (1,), 'wti': (5,), 'gold': (6,), 'policy_rate': (2,), 'VNINDEX': (6,), 'NIKKEI225': (6,), 'USDVND': (6,)}","target:[1, 12] | broad_money:[6], ppi_qoq:[1], wti:[5], gold:[6], policy_rate:[2], VNINDEX:[6], NIKKEI225:[6], USDVND:[6]",VMD3
__ffnn_combo__,,"(1, 12)",,aic,,,,,,,,,,10.0,-6386.553230481254,one_feature_perturbation,staged,"{'broad_money': (6,), 'ppi_qoq': (1,), 'wti': (5,), 'gold': (2,), 'policy_rate': (2,), 'VNINDEX': (1,), 'NIKKEI225': (6,), 'USDVND': (6,)}","target:[1, 12] | broad_money:[6], ppi_qoq:[1], wti:[5], gold:[2], policy_rate:[2], VNINDEX:[1], NIKKEI225:[6], USDVND:[6]",VMD3
__ffnn_combo__,,"(1, 12)",,aic,,,,,,,,,,11.0,-6386.295168028014,one_feature_perturbation,staged,"{'broad_money': (6,), 'ppi_qoq': (1,), 'wti': (5,), 'gold': (6,), 'policy_rate': (2,), 'VNINDEX': (1,), 'NIKKEI225': (3,), 'USDVND': (6,)}","target:[1, 12] | broad_money:[6], ppi_qoq:[1], wti:[5], gold:[6], policy_rate:[2], VNINDEX:[1], NIKKEI225:[3], USDVND:[6]",VMD3
__ffnn_combo__,,"(1, 12)",,aic,,,,,,,,,,12.0,-6386.147935096169,one_feature_perturbation,staged,"{'broad_money': (6,), 'ppi_qoq': (1,), 'wti': (5,), 'gold': (6,), 'policy_rate': (2,), 'VNINDEX': (1,), 'NIKKEI225': (2,), 'USDVND': (6,)}","target:[1, 12] | broad_money:[6], ppi_qoq:[1], wti:[5], gold:[6], policy_rate:[2], VNINDEX:[1], NIKKEI225:[2], USDVND:[6]",VMD3
__ffnn_combo__,,"(1, 12)",,aic,,,,,,,,,,13.0,-6385.059790298784,one_feature_perturbation,staged,"{'broad_money': (6,), 'ppi_qoq': (1,), 'wti': (5,), 'gold': (3,), 'policy_rate': (2,), 'VNINDEX': (1,), 'NIKKEI225': (6,), 'USDVND': (6,)}","target:[1, 12] | broad_money:[6], ppi_qoq:[1], wti:[5], gold:[3], policy_rate:[2], VNINDEX:[1], NIKKEI225:[6], USDVND:[6]",VMD3
__ffnn_combo__,,"(1, 12)",,aic,,,,,,,,,,14.0,-6383.847787004095,one_feature_perturbation,staged,"{'broad_money': (6,), 'ppi_qoq': (1,), 'wti': (5,), 'gold': (6,), 'policy_rate': (2,), 'VNINDEX': (1,), 'NIKKEI225': (6,), 'USDVND': (4,)}","target:[1, 12] | broad_money:[6], ppi_qoq:[1], wti:[5], gold:[6], policy_rate:[2], VNINDEX:[1], NIKKEI225:[6], USDVND:[4]",VMD3
__ffnn_combo__,,"(1, 12)",,aic,,,,,,,,,,15.0,-6383.3867292488085,one_feature_perturbation,staged,"{'broad_money': (6,), 'ppi_qoq': (1,), 'wti': (5,), 'gold': (6,), 'policy_rate': (2,), 'VNINDEX': (1,), 'NIKKEI225': (6,), 'USDVND': (1,)}","target:[1, 12] | broad_money:[6], ppi_qoq:[1], wti:[5], gold:[6], policy_rate:[2], VNINDEX:[1], NIKKEI225:[6], USDVND:[1]",VMD3
__ffnn_combo__,,"(1, 12)",,aic,,,,,,,,,,16.0,-6379.8749340408585,one_feature_perturbation,staged,"{'broad_money': (4,), 'ppi_qoq': (1,), 'wti': (5,), 'gold': (6,), 'policy_rate': (2,), 'VNINDEX': (1,), 'NIKKEI225': (6,), 'USDVND': (6,)}","target:[1, 12] | broad_money:[4], ppi_qoq:[1], wti:[5], gold:[6], policy_rate:[2], VNINDEX:[1], NIKKEI225:[6], USDVND:[6]",VMD3
__target_lag__,1.0,"(1, 12)",fixed,aic,True,False,,,,,,,,,,,,,,RES
__target_lag__,12.0,"(1, 12)",fixed,aic,True,False,,,,,,,,,,,,,,RES
broad_money,,"(1, 12)",,aic,,,1.0,478.7915417425781,496.17385950223564,478.7915417425781,239.0,,False,,,,,,,RES
broad_money,,"(1, 12)",,aic,,,2.0,478.7536253739977,496.13594313365525,478.7536253739977,239.0,,False,,,,,,,RES
broad_money,,"(1, 12)",,aic,,,3.0,478.5459927136482,495.92831047330577,478.5459927136482,239.0,,False,,,,,,,RES
broad_money,,"(1, 12)",,aic,,,4.0,478.2246622600722,495.60698001972975,478.2246622600722,239.0,1.0,True,,,,,,,RES
broad_money,,"(1, 12)",,aic,,,5.0,478.3941174898674,495.776435249525,478.3941174898674,239.0,2.0,True,,,,,,,RES
broad_money,,"(1, 12)",,aic,,,6.0,478.4878220346988,495.87013979435636,478.4878220346988,239.0,3.0,True,,,,,,,RES
ppi_qoq,,"(1, 12)",,aic,,,1.0,478.8727934546124,496.25511121426996,478.8727934546124,239.0,1.0,True,,,,,,,RES
ppi_qoq,,"(1, 12)",,aic,,,2.0,478.8727934546124,496.25511121426996,478.8727934546124,239.0,2.0,True,,,,,,,RES
ppi_qoq,,"(1, 12)",,aic,,,3.0,478.8727934546124,496.25511121426996,478.8727934546124,239.0,3.0,True,,,,,,,RES
ppi_qoq,,"(1, 12)",,aic,,,4.0,478.8727934546124,496.25511121426996,478.8727934546124,239.0,,False,,,,,,,RES
ppi_qoq,,"(1, 12)",,aic,,,5.0,478.8727934546124,496.25511121426996,478.8727934546124,239.0,,False,,,,,,,RES
ppi_qoq,,"(1, 12)",,aic,,,6.0,478.8727934546124,496.25511121426996,478.8727934546124,239.0,,False,,,,,,,RES
wti,,"(1, 12)",,aic,,,1.0,478.0821659266745,495.4644836863321,478.0821659266745,239.0,,False,,,,,,,RES
wti,,"(1, 12)",,aic,,,2.0,477.54232864625226,494.9246464059098,477.54232864625226,239.0,,False,,,,,,,RES
wti,,"(1, 12)",,aic,,,3.0,477.27249519509024,494.6548129547478,477.27249519509024,239.0,3.0,True,,,,,,,RES
wti,,"(1, 12)",,aic,,,4.0,477.098113704214,494.4804314638715,477.098113704214,239.0,2.0,True,,,,,,,RES
wti,,"(1, 12)",,aic,,,5.0,477.36190080463393,494.7442185642915,477.36190080463393,239.0,,False,,,,,,,RES
wti,,"(1, 12)",,aic,,,6.0,476.7865802445779,494.1688980042355,476.7865802445779,239.0,1.0,True,,,,,,,RES
gold,,"(1, 12)",,aic,,,1.0,478.2044962851537,495.58681404481126,478.2044962851537,239.0,,False,,,,,,,RES
gold,,"(1, 12)",,aic,,,2.0,478.1521412744919,495.53445903414945,478.1521412744919,239.0,,False,,,,,,,RES
gold,,"(1, 12)",,aic,,,3.0,478.1410038377709,495.52332159742843,478.1410038377709,239.0,,False,,,,,,,RES
gold,,"(1, 12)",,aic,,,4.0,478.0456979154529,495.42801567511043,478.0456979154529,239.0,2.0,True,,,,,,,RES
gold,,"(1, 12)",,aic,,,5.0,478.04976156181806,495.4320793214756,478.04976156181806,239.0,3.0,True,,,,,,,RES
gold,,"(1, 12)",,aic,,,6.0,477.9832405378763,495.3655582975339,477.9832405378763,239.0,1.0,True,,,,,,,RES
policy_rate,,"(1, 12)",,aic,,,1.0,472.897313859195,490.27963161885253,472.897313859195,239.0,1.0,True,,,,,,,RES
policy_rate,,"(1, 12)",,aic,,,2.0,473.95134108458643,491.333658844244,473.95134108458643,239.0,2.0,True,,,,,,,RES
policy_rate,,"(1, 12)",,aic,,,3.0,476.02656814086765,493.4088859005252,476.02656814086765,239.0,3.0,True,,,,,,,RES
policy_rate,,"(1, 12)",,aic,,,4.0,476.04572891873363,493.4280466783912,476.04572891873363,239.0,,False,,,,,,,RES
policy_rate,,"(1, 12)",,aic,,,5.0,477.18103786514234,494.5633556247999,477.18103786514234,239.0,,False,,,,,,,RES
policy_rate,,"(1, 12)",,aic,,,6.0,478.28070830403783,495.6630260636954,478.28070830403783,239.0,,False,,,,,,,RES
VNINDEX,,"(1, 12)",,aic,,,1.0,478.423221802153,495.8055395618106,478.423221802153,239.0,1.0,True,,,,,,,RES
VNINDEX,,"(1, 12)",,aic,,,2.0,478.5463543726193,495.92867213227686,478.5463543726193,239.0,3.0,True,,,,,,,RES
VNINDEX,,"(1, 12)",,aic,,,3.0,478.5046834429473,495.88700120260484,478.5046834429473,239.0,2.0,True,,,,,,,RES
VNINDEX,,"(1, 12)",,aic,,,4.0,478.72989503886805,496.1122127985256,478.72989503886805,239.0,,False,,,,,,,RES
VNINDEX,,"(1, 12)",,aic,,,5.0,478.8169999837937,496.1993177434513,478.8169999837937,239.0,,False,,,,,,,RES
VNINDEX,,"(1, 12)",,aic,,,6.0,478.86260988508093,496.2449276447385,478.86260988508093,239.0,,False,,,,,,,RES
NIKKEI225,,"(1, 12)",,aic,,,1.0,478.28775891223313,495.6700766718907,478.28775891223313,239.0,1.0,True,,,,,,,RES
NIKKEI225,,"(1, 12)",,aic,,,2.0,478.3003677761696,495.68268553582715,478.3003677761696,239.0,2.0,True,,,,,,,RES
NIKKEI225,,"(1, 12)",,aic,,,3.0,478.67316137680086,496.0554791364584,478.67316137680086,239.0,,False,,,,,,,RES
NIKKEI225,,"(1, 12)",,aic,,,4.0,478.87008962373193,496.2524073833895,478.87008962373193,239.0,,False,,,,,,,RES
NIKKEI225,,"(1, 12)",,aic,,,5.0,478.575344892295,495.95766265195255,478.575344892295,239.0,3.0,True,,,,,,,RES
NIKKEI225,,"(1, 12)",,aic,,,6.0,478.600789129931,495.98310688958856,478.600789129931,239.0,,False,,,,,,,RES
USDVND,,"(1, 12)",,aic,,,1.0,478.2205807172226,495.60289847688017,478.2205807172226,239.0,2.0,True,,,,,,,RES
USDVND,,"(1, 12)",,aic,,,2.0,478.2850745245342,495.66739228419175,478.2850745245342,239.0,,False,,,,,,,RES
USDVND,,"(1, 12)",,aic,,,3.0,478.12484027688316,495.5071580365407,478.12484027688316,239.0,1.0,True,,,,,,,RES
USDVND,,"(1, 12)",,aic,,,4.0,478.2838099676921,495.66612772734965,478.2838099676921,239.0,3.0,True,,,,,,,RES
USDVND,,"(1, 12)",,aic,,,5.0,478.40909474793585,495.7914125075934,478.40909474793585,239.0,,False,,,,,,,RES
USDVND,,"(1, 12)",,aic,,,6.0,478.5050486469594,495.88736640661693,478.5050486469594,239.0,,False,,,,,,,RES
__ffnn_combo__,,"(1, 12)",,aic,,,,,,,,,,1.0,3819.6004113476033,baseline_rank1,staged,"{'broad_money': (4,), 'ppi_qoq': (1,), 'wti': (6,), 'gold': (6,), 'policy_rate': (1,), 'VNINDEX': (1,), 'NIKKEI225': (1,), 'USDVND': (3,)}","target:[1, 12] | broad_money:[4], ppi_qoq:[1], wti:[6], gold:[6], policy_rate:[1], VNINDEX:[1], NIKKEI225:[1], USDVND:[3]",RES
__ffnn_combo__,,"(1, 12)",,aic,,,,,,,,,,2.0,3819.6004113476033,one_feature_perturbation,staged,"{'broad_money': (4,), 'ppi_qoq': (2,), 'wti': (6,), 'gold': (6,), 'policy_rate': (1,), 'VNINDEX': (1,), 'NIKKEI225': (1,), 'USDVND': (3,)}","target:[1, 12] | broad_money:[4], ppi_qoq:[2], wti:[6], gold:[6], policy_rate:[1], VNINDEX:[1], NIKKEI225:[1], USDVND:[3]",RES
__ffnn_combo__,,"(1, 12)",,aic,,,,,,,,,,3.0,3819.6004113476033,one_feature_perturbation,staged,"{'broad_money': (4,), 'ppi_qoq': (3,), 'wti': (6,), 'gold': (6,), 'policy_rate': (1,), 'VNINDEX': (1,), 'NIKKEI225': (1,), 'USDVND': (3,)}","target:[1, 12] | broad_money:[4], ppi_qoq:[3], wti:[6], gold:[6], policy_rate:[1], VNINDEX:[1], NIKKEI225:[1], USDVND:[3]",RES
__ffnn_combo__,,"(1, 12)",,aic,,,,,,,,,,4.0,3819.6130202115396,one_feature_perturbation,staged,"{'broad_money': (4,), 'ppi_qoq': (1,), 'wti': (6,), 'gold': (6,), 'policy_rate': (1,), 'VNINDEX': (1,), 'NIKKEI225': (2,), 'USDVND': (3,)}","target:[1, 12] | broad_money:[4], ppi_qoq:[1], wti:[6], gold:[6], policy_rate:[1], VNINDEX:[1], NIKKEI225:[2], USDVND:[3]",RES
__ffnn_combo__,,"(1, 12)",,aic,,,,,,,,,,5.0,3819.6628687251796,one_feature_perturbation,staged,"{'broad_money': (4,), 'ppi_qoq': (1,), 'wti': (6,), 'gold': (4,), 'policy_rate': (1,), 'VNINDEX': (1,), 'NIKKEI225': (1,), 'USDVND': (3,)}","target:[1, 12] | broad_money:[4], ppi_qoq:[1], wti:[6], gold:[4], policy_rate:[1], VNINDEX:[1], NIKKEI225:[1], USDVND:[3]",RES
__ffnn_combo__,,"(1, 12)",,aic,,,,,,,,,,6.0,3819.666932371545,one_feature_perturbation,staged,"{'broad_money': (4,), 'ppi_qoq': (1,), 'wti': (6,), 'gold': (5,), 'policy_rate': (1,), 'VNINDEX': (1,), 'NIKKEI225': (1,), 'USDVND': (3,)}","target:[1, 12] | broad_money:[4], ppi_qoq:[1], wti:[6], gold:[5], policy_rate:[1], VNINDEX:[1], NIKKEI225:[1], USDVND:[3]",RES
__ffnn_combo__,,"(1, 12)",,aic,,,,,,,,,,7.0,3819.6818729883976,one_feature_perturbation,staged,"{'broad_money': (4,), 'ppi_qoq': (1,), 'wti': (6,), 'gold': (6,), 'policy_rate': (1,), 'VNINDEX': (3,), 'NIKKEI225': (1,), 'USDVND': (3,)}","target:[1, 12] | broad_money:[4], ppi_qoq:[1], wti:[6], gold:[6], policy_rate:[1], VNINDEX:[3], NIKKEI225:[1], USDVND:[3]",RES
__ffnn_combo__,,"(1, 12)",,aic,,,,,,,,,,8.0,3819.6961517879427,one_feature_perturbation,staged,"{'broad_money': (4,), 'ppi_qoq': (1,), 'wti': (6,), 'gold': (6,), 'policy_rate': (1,), 'VNINDEX': (1,), 'NIKKEI225': (1,), 'USDVND': (1,)}","target:[1, 12] | broad_money:[4], ppi_qoq:[1], wti:[6], gold:[6], policy_rate:[1], VNINDEX:[1], NIKKEI225:[1], USDVND:[1]",RES
__ffnn_combo__,,"(1, 12)",,aic,,,,,,,,,,9.0,3819.7235439180695,one_feature_perturbation,staged,"{'broad_money': (4,), 'ppi_qoq': (1,), 'wti': (6,), 'gold': (6,), 'policy_rate': (1,), 'VNINDEX': (2,), 'NIKKEI225': (1,), 'USDVND': (3,)}","target:[1, 12] | broad_money:[4], ppi_qoq:[1], wti:[6], gold:[6], policy_rate:[1], VNINDEX:[2], NIKKEI225:[1], USDVND:[3]",RES
__ffnn_combo__,,"(1, 12)",,aic,,,,,,,,,,10.0,3819.759381038412,one_feature_perturbation,staged,"{'broad_money': (4,), 'ppi_qoq': (1,), 'wti': (6,), 'gold': (6,), 'policy_rate': (1,), 'VNINDEX': (1,), 'NIKKEI225': (1,), 'USDVND': (4,)}","target:[1, 12] | broad_money:[4], ppi_qoq:[1], wti:[6], gold:[6], policy_rate:[1], VNINDEX:[1], NIKKEI225:[1], USDVND:[4]",RES
__ffnn_combo__,,"(1, 12)",,aic,,,,,,,,,,11.0,3819.7698665773983,one_feature_perturbation,staged,"{'broad_money': (5,), 'ppi_qoq': (1,), 'wti': (6,), 'gold': (6,), 'policy_rate': (1,), 'VNINDEX': (1,), 'NIKKEI225': (1,), 'USDVND': (3,)}","target:[1, 12] | broad_money:[5], ppi_qoq:[1], wti:[6], gold:[6], policy_rate:[1], VNINDEX:[1], NIKKEI225:[1], USDVND:[3]",RES
__ffnn_combo__,,"(1, 12)",,aic,,,,,,,,,,12.0,3819.8635711222296,one_feature_perturbation,staged,"{'broad_money': (6,), 'ppi_qoq': (1,), 'wti': (6,), 'gold': (6,), 'policy_rate': (1,), 'VNINDEX': (1,), 'NIKKEI225': (1,), 'USDVND': (3,)}","target:[1, 12] | broad_money:[6], ppi_qoq:[1], wti:[6], gold:[6], policy_rate:[1], VNINDEX:[1], NIKKEI225:[1], USDVND:[3]",RES
__ffnn_combo__,,"(1, 12)",,aic,,,,,,,,,,13.0,3819.887997327665,one_feature_perturbation,staged,"{'broad_money': (4,), 'ppi_qoq': (1,), 'wti': (6,), 'gold': (6,), 'policy_rate': (1,), 'VNINDEX': (1,), 'NIKKEI225': (5,), 'USDVND': (3,)}","target:[1, 12] | broad_money:[4], ppi_qoq:[1], wti:[6], gold:[6], policy_rate:[1], VNINDEX:[1], NIKKEI225:[5], USDVND:[3]",RES
__ffnn_combo__,,"(1, 12)",,aic,,,,,,,,,,14.0,3819.9119448072393,one_feature_perturbation,staged,"{'broad_money': (4,), 'ppi_qoq': (1,), 'wti': (4,), 'gold': (6,), 'policy_rate': (1,), 'VNINDEX': (1,), 'NIKKEI225': (1,), 'USDVND': (3,)}","target:[1, 12] | broad_money:[4], ppi_qoq:[1], wti:[4], gold:[6], policy_rate:[1], VNINDEX:[1], NIKKEI225:[1], USDVND:[3]",RES
__ffnn_combo__,,"(1, 12)",,aic,,,,,,,,,,15.0,3820.0863262981156,one_feature_perturbation,staged,"{'broad_money': (4,), 'ppi_qoq': (1,), 'wti': (3,), 'gold': (6,), 'policy_rate': (1,), 'VNINDEX': (1,), 'NIKKEI225': (1,), 'USDVND': (3,)}","target:[1, 12] | broad_money:[4], ppi_qoq:[1], wti:[3], gold:[6], policy_rate:[1], VNINDEX:[1], NIKKEI225:[1], USDVND:[3]",RES
__ffnn_combo__,,"(1, 12)",,aic,,,,,,,,,,16.0,3820.6544385729944,one_feature_perturbation,staged,"{'broad_money': (4,), 'ppi_qoq': (1,), 'wti': (6,), 'gold': (6,), 'policy_rate': (2,), 'VNINDEX': (1,), 'NIKKEI225': (1,), 'USDVND': (3,)}","target:[1, 12] | broad_money:[4], ppi_qoq:[1], wti:[6], gold:[6], policy_rate:[2], VNINDEX:[1], NIKKEI225:[1], USDVND:[3]",RES
